enrollee_id,target
7129,0.4166154296452988
31037,0.3560298807844351
22179,0.4689576490299758
29724,0.4019687206469603
17977,0.11914322218738867
30328,0.3659842855109127
9446,0.13036048464933672
13697,0.10167597590982731
1184,0.21469553483952233
23961,0.08426020428783824
6678,0.1722743329765074
8036,0.396949547802514
17965,0.4701176453010047
4072,0.0934429088976597
4227,0.09206632948363964
25537,0.09812203813387428
21570,0.13416099101927
13081,0.40793734538986565
14738,0.12258988589639701
29682,0.3566581852283837
17682,0.10411267128495955
31754,0.09136365758060455
19571,0.13122722714541574
31449,0.08224716036989112
31499,0.16949722615210583
1875,0.1484655516311097
20322,0.10636285833099089
11012,0.1115368731581311
25952,0.09834852301854083
14563,0.18063523206251744
10374,0.20182441985018865
19570,0.3748528434873033
8630,0.17632122939712935
9722,0.36831510706850834
16493,0.1118903040316352
20636,0.17575733921882428
17628,0.12185094388792143
24537,0.0848196385220435
562,0.08136431652056186
388,0.08937678586618145
9615,0.1246730349824679
1024,0.11213133404020277
14795,0.10161293336074634
26122,0.15502671558837444
6476,0.4368301025190677
6580,0.4232828225094684
12291,0.3213313446012286
13868,0.40965895850159717
30447,0.10789920570870348
29763,0.20720354392392223
6448,0.09240868865284563
24943,0.09882431913492237
3330,0.08109227625720675
30049,0.13721451041518454
7404,0.20351684212475019
5442,0.28232394688091156
1113,0.1161617197747455
41,0.0996581704977996
22981,0.1096169539855246
24407,0.26569407817037516
8715,0.10575783672231935
16071,0.13143990837567338
28082,0.12711457325080378
1883,0.07808605093989873
11446,0.1450942056658752
30964,0.3340026422460341
8591,0.08703805731894727
11660,0.10656884165622568
31610,0.07826868673476219
27271,0.08774082852041325
10785,0.28232394688091156
18416,0.32836993655959357
2780,0.09605708462746591
10544,0.12442442035185516
19882,0.3186880091733031
554,0.08577570088205136
32205,0.09368862839125408
13718,0.0904104653101826
21846,0.4274045133962312
11572,0.10289066096717996
32481,0.4166154296452988
26408,0.1661754911887215
27461,0.0795885549849573
9916,0.091619933215804
13553,0.3910858542043441
32214,0.1983600324912262
27643,0.11928476529798945
21357,0.1387423369444469
8623,0.0859643519971047
14569,0.1319450394900611
22020,0.13544319391443352
14642,0.09151725574254803
2261,0.1402343689984942
3538,0.08672499668224447
27247,0.09302340523082324
4554,0.1933253524513836
24883,0.4355124773201828
23155,0.229574344989959
26287,0.11445600534498679
32632,0.10130318287124984
6637,0.14059648427108232
18172,0.13056608739400544
6352,0.08404766641549614
10906,0.08231377577689328
16403,0.16920584704431918
13041,0.12872914361181
25838,0.4019687206469603
13700,0.14895025099066955
31581,0.09235315799881175
7237,0.14472872546322615
10136,0.11596420941748128
22384,0.1588235022591868
8311,0.07742163020014547
27310,0.16930913550706328
16397,0.09785205137065887
30139,0.07397140217121473
12344,0.1086569709542865
9538,0.09967046117713194
19575,0.10347026948280685
10753,0.09726022929857424
23324,0.09481744893553481
9924,0.0986597177831931
14989,0.39482759432854114
31412,0.09700119766784773
16642,0.14576529101320357
745,0.18969820745979987
31999,0.3269990004113015
1338,0.07490617750360674
9642,0.13331192284152374
16443,0.12473431659077107
2831,0.32054596277265035
3746,0.13395593138031714
7845,0.19835875133912478
7238,0.44783491093037275
9901,0.1581162051890989
30971,0.22274557895406427
29529,0.10027362441918308
19445,0.09497691178445422
22721,0.174974757928936
23315,0.13536470557714533
29639,0.09803274573936546
10832,0.09692163147414436
8709,0.0998960917567048
28858,0.08024241238737279
3695,0.09547963315725314
24402,0.09484131774141408
856,0.1311440891552272
20398,0.13671792091116783
21719,0.09496704833983655
19475,0.09009370575329909
11568,0.34218776429047604
25031,0.10118616723862259
21307,0.14626021505545395
20816,0.38968230709947443
16425,0.17339339916170032
27349,0.1467850221681654
31918,0.0820718673428897
12078,0.20954184557974617
16906,0.21469553483952233
3977,0.13896139175029293
12608,0.14749005738743437
463,0.31446820500858086
27516,0.41564270723624125
30277,0.133272335887792
8282,0.11348473388347204
8109,0.08322286974806437
1659,0.08628687803925195
21611,0.22720205910746166
14017,0.09813964148371757
3318,0.1672414397127173
6454,0.07782451966259436
17961,0.16962193300030118
14416,0.13058666589473436
11487,0.09350166730593962
28358,0.11282876361706365
23525,0.2849387443464051
27826,0.13705896938160353
2035,0.3314914977572366
13245,0.13878751113285337
32065,0.0958700443955581
30853,0.3159033988747718
32452,0.30510337603466736
2486,0.08974521168584206
4045,0.31173843327018796
5079,0.1007036445935005
33118,0.10705696035165137
26826,0.08738462680514728
20961,0.11651443148840651
3581,0.4627664192998971
20871,0.1304059601774937
7833,0.10396733684073128
8502,0.16112221514880865
14194,0.10092259001028309
21045,0.12139847745772896
2173,0.09379577567001846
19369,0.3043201906285364
23509,0.07562285368867144
10061,0.08948897013295913
30527,0.10157019986200533
13613,0.13744600884058125
25335,0.11255536347172464
8368,0.3436704953931262
6662,0.11508559131719018
